Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,91,12,T:System.Windows.Forms.TextBox,,,,,this.txtConfirmPassword.UseSystemPasswordChar = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,91,12,P:System.Windows.Forms.TextBox.UseSystemPasswordChar,,,,,this.txtConfirmPassword.UseSystemPasswordChar = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,90,12,T:System.Windows.Forms.TextBox,,,,,this.txtConfirmPassword.TabIndex = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,90,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.txtConfirmPassword.TabIndex = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,89,12,T:System.Windows.Forms.TextBox,,,,,"this.txtConfirmPassword.Size = new System.Drawing.Size(226, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,89,12,P:System.Windows.Forms.Control.Size,,,,,"this.txtConfirmPassword.Size = new System.Drawing.Size(226, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,88,12,T:System.Windows.Forms.TextBox,,,,,"this.txtConfirmPassword.Name = ""txtConfirmPassword"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,88,12,P:System.Windows.Forms.Control.Name,,,,,"this.txtConfirmPassword.Name = ""txtConfirmPassword"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,87,12,T:System.Windows.Forms.TextBox,,,,,"this.txtConfirmPassword.Location = new System.Drawing.Point(151, 109);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,87,12,P:System.Windows.Forms.Control.Location,,,,,"this.txtConfirmPassword.Location = new System.Drawing.Point(151, 109);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,83,12,T:System.Windows.Forms.TextBox,,,,,this.txtPassword.UseSystemPasswordChar = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,83,12,P:System.Windows.Forms.TextBox.UseSystemPasswordChar,,,,,this.txtPassword.UseSystemPasswordChar = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,82,12,T:System.Windows.Forms.TextBox,,,,,this.txtPassword.TabIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,82,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.txtPassword.TabIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,81,12,T:System.Windows.Forms.TextBox,,,,,"this.txtPassword.Size = new System.Drawing.Size(226, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,81,12,P:System.Windows.Forms.Control.Size,,,,,"this.txtPassword.Size = new System.Drawing.Size(226, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,80,12,T:System.Windows.Forms.TextBox,,,,,"this.txtPassword.Name = ""txtPassword"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,80,12,P:System.Windows.Forms.Control.Name,,,,,"this.txtPassword.Name = ""txtPassword"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,79,12,T:System.Windows.Forms.TextBox,,,,,"this.txtPassword.Location = new System.Drawing.Point(151, 64);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,79,12,P:System.Windows.Forms.Control.Location,,,,,"this.txtPassword.Location = new System.Drawing.Point(151, 64);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,75,12,T:System.Windows.Forms.TextBox,,,,,this.txtUsername.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,75,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.txtUsername.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,74,12,T:System.Windows.Forms.TextBox,,,,,"this.txtUsername.Size = new System.Drawing.Size(226, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,74,12,P:System.Windows.Forms.Control.Size,,,,,"this.txtUsername.Size = new System.Drawing.Size(226, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,73,12,T:System.Windows.Forms.TextBox,,,,,"this.txtUsername.Name = ""txtUsername"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,73,12,P:System.Windows.Forms.Control.Name,,,,,"this.txtUsername.Name = ""txtUsername"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,72,12,T:System.Windows.Forms.TextBox,,,,,"this.txtUsername.Location = new System.Drawing.Point(151, 19);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,72,12,P:System.Windows.Forms.Control.Location,,,,,"this.txtUsername.Location = new System.Drawing.Point(151, 19);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,68,12,T:System.Windows.Forms.Label,,,,,"this.label3.Text = ""Xác nhận mật khẩu"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,68,12,P:System.Windows.Forms.Label.Text,,,,,"this.label3.Text = ""Xác nhận mật khẩu"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,67,12,T:System.Windows.Forms.Label,,,,,this.label3.TabIndex = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,67,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.label3.TabIndex = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,66,12,T:System.Windows.Forms.Label,,,,,"this.label3.Size = new System.Drawing.Size(115, 16);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,66,12,P:System.Windows.Forms.Control.Size,,,,,"this.label3.Size = new System.Drawing.Size(115, 16);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,65,12,T:System.Windows.Forms.Label,,,,,"this.label3.Name = ""label3"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,65,12,P:System.Windows.Forms.Control.Name,,,,,"this.label3.Name = ""label3"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,64,12,T:System.Windows.Forms.Label,,,,,"this.label3.Location = new System.Drawing.Point(24, 112);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,64,12,P:System.Windows.Forms.Control.Location,,,,,"this.label3.Location = new System.Drawing.Point(24, 112);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,63,12,T:System.Windows.Forms.Label,,,,,this.label3.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,63,12,P:System.Windows.Forms.Label.AutoSize,,,,,this.label3.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,59,12,T:System.Windows.Forms.Label,,,,,"this.label2.Text = ""Mật khẩu"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,59,12,P:System.Windows.Forms.Label.Text,,,,,"this.label2.Text = ""Mật khẩu"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,58,12,T:System.Windows.Forms.Label,,,,,this.label2.TabIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,58,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.label2.TabIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,57,12,T:System.Windows.Forms.Label,,,,,"this.label2.Size = new System.Drawing.Size(61, 16);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,57,12,P:System.Windows.Forms.Control.Size,,,,,"this.label2.Size = new System.Drawing.Size(61, 16);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,56,12,T:System.Windows.Forms.Label,,,,,"this.label2.Name = ""label2"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,56,12,P:System.Windows.Forms.Control.Name,,,,,"this.label2.Name = ""label2"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,55,12,T:System.Windows.Forms.Label,,,,,"this.label2.Location = new System.Drawing.Point(24, 67);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,55,12,P:System.Windows.Forms.Control.Location,,,,,"this.label2.Location = new System.Drawing.Point(24, 67);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,54,12,T:System.Windows.Forms.Label,,,,,this.label2.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,54,12,P:System.Windows.Forms.Label.AutoSize,,,,,this.label2.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,50,12,T:System.Windows.Forms.Label,,,,,"this.label1.Text = ""Tên đăng nhập"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,50,12,P:System.Windows.Forms.Label.Text,,,,,"this.label1.Text = ""Tên đăng nhập"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,49,12,T:System.Windows.Forms.Label,,,,,this.label1.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,49,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.label1.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,48,12,T:System.Windows.Forms.Label,,,,,"this.label1.Size = new System.Drawing.Size(102, 16);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,48,12,P:System.Windows.Forms.Control.Size,,,,,"this.label1.Size = new System.Drawing.Size(102, 16);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,47,12,T:System.Windows.Forms.Label,,,,,"this.label1.Name = ""label1"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,47,12,P:System.Windows.Forms.Control.Name,,,,,"this.label1.Name = ""label1"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,46,12,T:System.Windows.Forms.Label,,,,,"this.label1.Location = new System.Drawing.Point(24, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,46,12,P:System.Windows.Forms.Control.Location,,,,,"this.label1.Location = new System.Drawing.Point(24, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,45,12,T:System.Windows.Forms.Label,,,,,this.label1.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,45,12,P:System.Windows.Forms.Label.AutoSize,,,,,this.label1.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,41,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.SuspendLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,40,12,T:System.Windows.Forms.Label,,,,,this.lblStatus = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,40,12,M:System.Windows.Forms.Label.#ctor,,,,,this.lblStatus = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,40,12,T:System.Windows.Forms.Label,,,,,this.lblStatus = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,39,12,T:System.Windows.Forms.Button,,,,,this.btnCancel = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,39,12,M:System.Windows.Forms.Button.#ctor,,,,,this.btnCancel = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,39,12,T:System.Windows.Forms.Button,,,,,this.btnCancel = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,38,12,T:System.Windows.Forms.Button,,,,,this.btnRegister = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,38,12,M:System.Windows.Forms.Button.#ctor,,,,,this.btnRegister = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,38,12,T:System.Windows.Forms.Button,,,,,this.btnRegister = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,37,12,T:System.Windows.Forms.TextBox,,,,,this.txtConfirmPassword = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,37,12,M:System.Windows.Forms.TextBox.#ctor,,,,,this.txtConfirmPassword = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,37,12,T:System.Windows.Forms.TextBox,,,,,this.txtConfirmPassword = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,36,12,T:System.Windows.Forms.TextBox,,,,,this.txtPassword = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,36,12,M:System.Windows.Forms.TextBox.#ctor,,,,,this.txtPassword = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,36,12,T:System.Windows.Forms.TextBox,,,,,this.txtPassword = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,35,12,T:System.Windows.Forms.TextBox,,,,,this.txtUsername = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,35,12,M:System.Windows.Forms.TextBox.#ctor,,,,,this.txtUsername = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,35,12,T:System.Windows.Forms.TextBox,,,,,this.txtUsername = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,34,12,T:System.Windows.Forms.Label,,,,,this.label3 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,34,12,M:System.Windows.Forms.Label.#ctor,,,,,this.label3 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,34,12,T:System.Windows.Forms.Label,,,,,this.label3 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,33,12,T:System.Windows.Forms.Label,,,,,this.label2 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,33,12,M:System.Windows.Forms.Label.#ctor,,,,,this.label2 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,33,12,T:System.Windows.Forms.Label,,,,,this.label2 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,32,12,T:System.Windows.Forms.Label,,,,,this.label1 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,32,12,M:System.Windows.Forms.Label.#ctor,,,,,this.label1 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,32,12,T:System.Windows.Forms.Label,,,,,this.label1 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,27,12,M:System.Windows.Forms.Form.Dispose(System.Boolean),,,,,base.Dispose(disposing);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,19,43,T:System.Windows.Forms.Label,,,,,lblStatus
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,18,44,T:System.Windows.Forms.Button,,,,,btnCancel
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,17,44,T:System.Windows.Forms.Button,,,,,btnRegister
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,16,45,T:System.Windows.Forms.TextBox,,,,,txtConfirmPassword
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,15,45,T:System.Windows.Forms.TextBox,,,,,txtPassword
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,14,45,T:System.Windows.Forms.TextBox,,,,,txtUsername
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,13,43,T:System.Windows.Forms.Label,,,,,label3
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,12,43,T:System.Windows.Forms.Label,,,,,label2
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.Designer.cs,11,43,T:System.Windows.Forms.Label,,,,,label1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.cs,59,16,T:System.Windows.Forms.Button,,,,,btnCancel.Enabled = enabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.cs,59,16,P:System.Windows.Forms.Control.Enabled,,,,,btnCancel.Enabled = enabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.cs,58,16,T:System.Windows.Forms.Button,,,,,btnRegister.Enabled = enabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.cs,58,16,P:System.Windows.Forms.Control.Enabled,,,,,btnRegister.Enabled = enabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.cs,57,16,T:System.Windows.Forms.TextBox,,,,,txtConfirmPassword.Enabled = enabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.cs,57,16,P:System.Windows.Forms.Control.Enabled,,,,,txtConfirmPassword.Enabled = enabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.cs,56,16,T:System.Windows.Forms.TextBox,,,,,txtPassword.Enabled = enabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.cs,56,16,P:System.Windows.Forms.Control.Enabled,,,,,txtPassword.Enabled = enabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.cs,55,16,T:System.Windows.Forms.TextBox,,,,,txtUsername.Enabled = enabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.cs,55,16,P:System.Windows.Forms.Control.Enabled,,,,,txtUsername.Enabled = enabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.cs,50,16,M:System.Windows.Forms.Form.Close,,,,,Close();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.cs,40,20,M:System.Windows.Forms.Form.Close,,,,,Close();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.cs,39,20,T:System.Windows.Forms.MessageBoxIcon,,,,,"MessageBox.Show(this, ""Đăng ký thành công. Bạn có thể đăng nhập ngay bây giờ."", ""Thông báo"", MessageBoxButtons.OK, MessageBoxIcon.Information);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.cs,39,20,T:System.Windows.Forms.MessageBoxIcon,,,,,"MessageBox.Show(this, ""Đăng ký thành công. Bạn có thể đăng nhập ngay bây giờ."", ""Thông báo"", MessageBoxButtons.OK, MessageBoxIcon.Information);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,GameCaro\GameCaro.csproj,File,GameCaro\RegisterForm.cs,39,20,F:System.Windows.Forms.MessageBoxIcon.Information,,,,,"MessageBox.Show(this, ""Đăng ký thành công. Bạn có thể đăng nhập ngay bây giờ."", ""Thông báo"", MessageBoxButtons.OK, MessageBoxIcon.Information);"
